iter	Logloss
387	0.1754501
388	0.1753276625
389	0.1752074631
390	0.175064807
391	0.1749010405
392	0.1747996891
393	0.1746783313
394	0.1745730421
395	0.1745022621
396	0.1743822685
397	0.1742599219
398	0.1741517606
399	0.1739891299
400	0.1738539018
401	0.1737529995
402	0.1736222511
403	0.173536903
404	0.1733875673
405	0.1732682907
406	0.1731850411
407	0.1730999739
408	0.172992557
409	0.1728661099
410	0.1727689054
411	0.1726758897
412	0.1725622746
413	0.1724369898
414	0.1723443072
415	0.1722594866
416	0.1721829085
417	0.1721098342
418	0.1720308944
419	0.171896295
420	0.1717911259
421	0.1716703536
422	0.1714735975
423	0.1713673557
424	0.1712637747
425	0.1711535797
426	0.1710109985
427	0.1709019801
428	0.1708242625
429	0.1707091703
430	0.1705839935
431	0.1704516443
432	0.1703309823
433	0.1702475048
434	0.1701260109
435	0.170041891
436	0.169950823
437	0.1698806852
438	0.1697967403
439	0.1697224952
440	0.1696535849
441	0.1695517915
442	0.1694600071
443	0.1693667531
444	0.1692696994
445	0.1691276559
446	0.1689957415
447	0.1688787822
448	0.1687870156
449	0.1686444766
450	0.1685689281
451	0.1684850104
452	0.1683758432
453	0.1682847606
454	0.1681654306
455	0.1680807663
456	0.1679723619
457	0.1678797117
458	0.1677608887
459	0.1676608642
460	0.1675842368
461	0.1674657902
462	0.1673511732
463	0.1672560183
464	0.1671619215
465	0.1670266539
466	0.1669275465
467	0.1668134863
468	0.1667472829
469	0.1666483701
470	0.1665360991
471	0.1664238896
472	0.1663250485
473	0.1662288354
474	0.1661380231
475	0.1660439457
476	0.1659460567
477	0.1658502775
478	0.1657050817
479	0.165613689
480	0.1655068698
481	0.1654183492
482	0.165287247
483	0.1651723233
484	0.165084143
485	0.1649925784
486	0.1648993615
487	0.1647971202
488	0.1646825766
489	0.164606764
490	0.1644695454
491	0.1643084524
492	0.1641954159
493	0.1641268106
494	0.1640387281
495	0.1639387488
496	0.1638510488
497	0.1637549305
498	0.1636805194
499	0.1635736478
500	0.1634773713
501	0.1633911603
502	0.1632979532
503	0.1631642964
504	0.1630764757
505	0.1630065377
506	0.1629292146
507	0.1628527524
508	0.1627549149
509	0.1626975453
510	0.1625828651
511	0.1625080473
512	0.1624048097
513	0.1622919329
514	0.1621632121
515	0.1620531716
516	0.1619650256
517	0.1618755496
518	0.161794112
519	0.161719036
520	0.1616577796
521	0.1615419441
522	0.1614716566
523	0.161361675
524	0.1612825255
525	0.1611814433
526	0.1610732155
527	0.1610113799
528	0.1609374363
529	0.1607961119
530	0.1607181379
531	0.1606207194
532	0.1605447041
533	0.1603948164
534	0.1602435566
535	0.1601780629
536	0.160070587
537	0.1599773936
538	0.1598774079
539	0.159786253
540	0.1596789599
541	0.1596083534
542	0.1595370061
543	0.1594763107
544	0.1594019826
545	0.1593293304
546	0.1592240238
547	0.1591354201
548	0.1590268731
549	0.1589424366
550	0.1588447233
551	0.1587533288
552	0.15866472
553	0.1585678098
554	0.1584345696
555	0.1583168106
556	0.1582184912
557	0.1581439707
558	0.158038873
559	0.1579805462
560	0.1578617019
561	0.157774605
562	0.1577115731
563	0.1576182222
564	0.1575314559
565	0.1574594325
566	0.1573654346
567	0.1572874803
568	0.1572145531
569	0.1571291138
570	0.1570401764
571	0.1569737431
572	0.15686633
573	0.1568029239
574	0.1567268849
575	0.1566356178
576	0.1565783945
577	0.1564799612
578	0.1563954318
579	0.156307401
580	0.1562390403
581	0.1561656724
582	0.1561045764
583	0.1560083088
584	0.1559059067
585	0.1558172673
586	0.1557313631
587	0.1556399782
588	0.1555615307
589	0.1554355084
590	0.1553661933
591	0.1552939631
592	0.1552104708
593	0.1551257433
594	0.1550278717
595	0.1549257382
596	0.1548164216
597	0.1547465415
598	0.1546235186
599	0.1545678835
600	0.1544396311
601	0.1543414721
602	0.1542687772
603	0.1542020366
604	0.1541255016
605	0.1540569108
606	0.1540130611
607	0.153940332
608	0.1538858323
609	0.1538046775
610	0.1537109709
611	0.1536301743
612	0.1535189951
613	0.1534464953
614	0.1533849532
615	0.1533189452
616	0.1532660151
617	0.1531561385
618	0.1530825353
619	0.1530167142
620	0.1529681022
621	0.1528815157
622	0.152774184
623	0.1527210102
624	0.1526661471
625	0.152591969
626	0.152526544
627	0.1524527767
628	0.1523746892
629	0.1523206371
630	0.1522626881
631	0.1521845198
632	0.1520890041
633	0.1520326378
634	0.1519524095
635	0.1518788978
636	0.1518268896
637	0.1517595954
638	0.1516742892
639	0.1515778637
640	0.151499565
641	0.1514232721
642	0.151320173
643	0.1512476578
644	0.1511401986
645	0.151027449
646	0.1509621832
647	0.1508890746
648	0.1507699146
649	0.1506962629
650	0.1506263817
651	0.1504975767
652	0.1504016818
653	0.1503394626
654	0.15026433
655	0.1501564949
656	0.1500535338
657	0.1499411839
658	0.1498216311
659	0.1496929548
660	0.1495950159
661	0.1495430726
662	0.1494519063
663	0.1493633732
664	0.1492890113
665	0.1492196896
666	0.1491445114
667	0.1490674206
668	0.1489905322
669	0.1489098087
670	0.1488332528
671	0.1487530517
672	0.1486918518
673	0.1486173911
674	0.1485461722
675	0.1484386322
676	0.1483609561
677	0.148307266
678	0.14825407
679	0.1481762581
680	0.1480817486
681	0.1479718564
682	0.1478809354
683	0.1478144548
684	0.147740167
685	0.147675724
686	0.1476220409
687	0.1475573766
688	0.1474995991
689	0.1474296537
690	0.1473475533
691	0.1472765143
692	0.1471690653
693	0.1470746049
694	0.1469932705
695	0.1469300308
696	0.1468681289
697	0.1468063859
698	0.1466851621
699	0.146603358
700	0.1464988433
701	0.1464370077
702	0.1463276376
703	0.1462742874
704	0.1461379502
705	0.1460671511
706	0.1460074293
707	0.1459510448
708	0.1458833101
709	0.1458302855
710	0.1457878023
711	0.1457185415
712	0.1456358903
713	0.1455444088
714	0.1454672834
715	0.1453866818
716	0.1453347417
717	0.1452624981
718	0.145197088
719	0.1451476173
720	0.1450989592
721	0.1450446059
722	0.1449745888
723	0.1449194489
724	0.1448593166
725	0.1447909586
726	0.1447135417
727	0.1446379436
728	0.1445632489
729	0.1444957308
730	0.144424298
731	0.1443762311
732	0.1443181114
733	0.1442552058
734	0.1441745481
735	0.1441111118
736	0.1440190848
737	0.1439546612
738	0.14387813
739	0.1438193589
740	0.1437484634
741	0.1436831689
742	0.1435948554
743	0.1435203067
744	0.1434156731
745	0.1433484833
746	0.143291899
747	0.1432149427
748	0.1431418326
749	0.1430836092
750	0.1430300476
751	0.1429606683
752	0.1428999421
753	0.1428387025
754	0.1427710181
755	0.1427203844
756	0.1426599935
757	0.1425863203
758	0.1425018153
759	0.1424196652
760	0.142364408
761	0.1422957435
762	0.1422482065
763	0.1421826006
764	0.1421220656
765	0.1420080106
766	0.141935679
767	0.1418563745
768	0.1418042678
769	0.141749241
770	0.1416742731
771	0.1415982225
772	0.1415282899
773	0.1414612892
774	0.1414100645
775	0.141346085
776	0.1412759577
777	0.1412229046
778	0.1411634653
779	0.1410883563
780	0.1410260737
781	0.1409376273
782	0.1408690397
783	0.1408227218
784	0.1407272956
785	0.1406640851
786	0.1406172963
787	0.1405706899
788	0.1404971489
789	0.1404072129
790	0.1403467438
791	0.1402827147
792	0.1402218828
793	0.1401694904
794	0.140115836
795	0.1400561091
796	0.1399758908
797	0.1399048047
798	0.1398325092
799	0.1398233889
800	0.1398222423
801	0.1397834896
802	0.1397235876
803	0.1396630834
804	0.1395810725
805	0.1395237791
806	0.1394711437
807	0.1394101989
808	0.1393651903
809	0.1393520497
810	0.1392913151
811	0.1392032881
812	0.1391369309
813	0.1390689428
814	0.1390101697
815	0.1389436243
816	0.1389260106
817	0.1388525373
818	0.1387873613
819	0.1387177363
820	0.1386520903
821	0.1385822811
822	0.1385116504
823	0.1384432162
824	0.1383999767
825	0.1383325021
826	0.13827795
827	0.1382205365
828	0.1381326574
829	0.138046884
830	0.1380106979
831	0.1379429355
832	0.1378859732
833	0.1378338056
834	0.1377745504
835	0.1377438208
836	0.1376795533
837	0.1376265957
838	0.1375830556
839	0.1375109377
840	0.1374229267
841	0.1373600629
842	0.1372967532
843	0.1372261197
844	0.1371516292
845	0.137104152
846	0.1370548604
847	0.1369822482
848	0.1369211875
849	0.1368663243
850	0.136779889
851	0.136737312
852	0.1367172373
853	0.1366506046
854	0.1365695946
855	0.1365026216
856	0.1364477833
857	0.136408015
858	0.1363514469
859	0.1362693885
860	0.1362230967
861	0.1361633791
862	0.1361133478
863	0.1360526858
864	0.1360369403
865	0.1359873808
866	0.1359300155
867	0.1358746715
868	0.1357810134
869	0.1357408103
870	0.1356945719
871	0.1356634999
872	0.135607835
873	0.135569998
874	0.1355189067
875	0.1354454728
876	0.1353878233
877	0.135305349
878	0.1352464942
879	0.1351926694
880	0.1351356369
881	0.1350933545
882	0.1350529775
883	0.1350113783
884	0.1349432397
885	0.1348880448
886	0.1348198992
887	0.1347525276
888	0.1347026076
889	0.1346443447
890	0.1346032538
891	0.1345583969
892	0.1345082096
893	0.1344372132
894	0.1343681048
895	0.1343197587
896	0.1342706101
897	0.1341752337
898	0.1341267762
899	0.1340427644
900	0.1339863651
901	0.1339445877
902	0.1338774108
903	0.1337839792
904	0.1337217345
905	0.1336770762
906	0.133625295
907	0.1336168141
908	0.1335634726
909	0.1335112654
910	0.1334889904
911	0.1334444375
912	0.1333836837
913	0.1333412267
914	0.133257196
915	0.1332010988
916	0.1331563677
917	0.1330942217
918	0.1330416457
919	0.1329870657
920	0.1329459071
921	0.1328814307
922	0.1328296845
923	0.1327636325
924	0.1327161045
925	0.132675709
926	0.132627377
927	0.1325779034
928	0.132508461
929	0.1324401989
930	0.132433448
931	0.1323844905
932	0.1323141104
933	0.1322687982
934	0.1322043686
935	0.1321674382
936	0.1321041269
937	0.1320715622
938	0.1320700935
939	0.1320292269
940	0.131974552
941	0.1318974785
942	0.1318584035
943	0.1317910619
944	0.1317331107
945	0.1316831292
946	0.13162496
947	0.1315747647
948	0.1315448468
949	0.1314740644
950	0.131398725
951	0.1313303914
952	0.1312667724
953	0.1311946772
954	0.1311505407
955	0.1311005026
956	0.1310354664
957	0.1309696423
958	0.1309183151
959	0.1308559609
960	0.1308118073
961	0.130735974
962	0.1306882939
963	0.1306089973
964	0.1305298093
965	0.1304571468
966	0.1304084247
967	0.1303642494
968	0.1303173898
969	0.130261717
970	0.130211861
971	0.1301451488
972	0.1300918114
973	0.1300356371
974	0.1299919572
975	0.1299522937
976	0.1298976451
977	0.1298391346
978	0.1297903663
979	0.1297423749
980	0.1296661585
981	0.1296117576
982	0.1295632868
983	0.1294951289
984	0.1294480301
985	0.1293998479
986	0.1293408915
987	0.1292959315
988	0.1292392038
989	0.129178677
990	0.1291045835
991	0.1290087942
992	0.1289509461
993	0.1288965004
994	0.1288302179
995	0.1287731507
996	0.128698546
997	0.1286565946
998	0.1285709779
999	0.1285221005
