iter	Logloss
0	0.6296720456
1	0.5857413133
2	0.5532437802
3	0.5260717317
4	0.5000865256
5	0.483856656
6	0.4689893414
7	0.4594330033
8	0.4496727959
9	0.4440995764
10	0.4368954364
11	0.4330427916
12	0.4280079315
13	0.4249440814
14	0.4216857653
15	0.4193897491
16	0.4165156058
17	0.4140495625
18	0.4125954024
19	0.4081394761
20	0.4057604721
21	0.4036898359
22	0.4015391871
23	0.400604372
24	0.3992232656
25	0.398258701
26	0.3975397628
27	0.3967298465
28	0.396028225
29	0.3951733658
30	0.3945444075
31	0.3941350832
32	0.3933424081
33	0.3929644055
34	0.3926039144
35	0.3920923421
36	0.3911046069
37	0.3907109841
38	0.3890594159
39	0.3886132111
40	0.3881040474
41	0.3877216591
42	0.3870046625
43	0.3845257544
44	0.3842054841
45	0.3837453085
46	0.3833967175
47	0.3830455928
48	0.3825343024
49	0.3798039668
50	0.3795416755
51	0.3791703424
52	0.3788574454
53	0.3783357376
54	0.3781075044
55	0.3777750895
56	0.3776630997
57	0.3774817581
58	0.3771640192
59	0.3769689913
60	0.376884822
61	0.3766432729
62	0.3764027689
63	0.3761376064
64	0.3759251469
65	0.3742861202
66	0.3720426911
67	0.371923831
68	0.3718077861
69	0.3712838578
70	0.3711850156
71	0.3709766444
72	0.3708232685
73	0.3702351907
74	0.3701324676
75	0.3699537779
76	0.3695987118
77	0.369381079
78	0.3692355482
79	0.3691832305
80	0.3688734634
81	0.3687238495
82	0.3686717429
83	0.3684507508
84	0.368286737
85	0.3681540725
86	0.3679118203
87	0.3673596554
88	0.3650230815
89	0.3648572002
90	0.3644782501
91	0.3639327837
92	0.3638054281
93	0.3634489936
94	0.3629808338
95	0.3628279463
96	0.3613069852
97	0.3611209937
98	0.3609996877
99	0.3607568285
100	0.3604239966
101	0.3594391534
102	0.3592246139
103	0.3587930857
104	0.3585573277
105	0.3581239295
106	0.3573224003
107	0.3568379569
108	0.3561258613
109	0.3552087264
110	0.355011924
111	0.3536112034
112	0.35340449
113	0.353038178
114	0.3524689652
115	0.3522998607
116	0.3516241934
117	0.3513417601
118	0.3510954775
119	0.3493127887
120	0.3491541138
121	0.3489863362
122	0.3483883413
123	0.3468453232
124	0.3466240263
125	0.3464134626
126	0.3461524938
127	0.3458923694
128	0.3449058831
129	0.3435331405
130	0.3434126112
131	0.3432531416
132	0.3422922442
133	0.3421488421
134	0.341698051
135	0.3412720927
136	0.3411426525
137	0.3409826048
138	0.338762217
139	0.3380538826
140	0.3375489767
141	0.3373238859
142	0.3371096401
143	0.3369062087
144	0.336667432
145	0.3365048888
146	0.3361690712
147	0.3348695786
148	0.3342598451
149	0.3340395129
150	0.3336717178
151	0.3333555647
152	0.3327874441
153	0.3325985202
154	0.3321336496
155	0.3319727557
156	0.3316992831
157	0.3314963304
158	0.3309238372
159	0.3307045288
160	0.3294931632
161	0.329390927
162	0.3291834883
163	0.3290461486
164	0.3280457253
165	0.3279259258
166	0.3276249835
167	0.3274569189
168	0.326558924
169	0.3263182331
170	0.3261304196
171	0.3259585664
172	0.3257653459
173	0.3256010048
174	0.3251257798
175	0.3249303421
176	0.3246359066
