iter	Passed	Remaining
869	5144	768
870	5148	762
871	5153	756
872	5158	750
873	5162	744
874	5166	738
875	5171	732
876	5175	725
877	5179	719
878	5183	713
879	5189	707
880	5193	701
881	5197	695
882	5203	689
883	5207	683
884	5212	677
885	5216	671
886	5221	665
887	5225	659
888	5229	653
889	5235	647
890	5239	640
891	5243	634
892	5247	628
893	5253	622
894	5257	616
895	5261	610
896	5265	604
897	5270	598
898	5274	592
899	5279	586
900	5285	580
901	5291	574
902	5295	568
903	5304	563
904	5310	557
905	5314	551
906	5325	546
907	5335	540
908	5344	535
909	5357	529
910	5361	523
911	5372	518
912	5377	512
913	5388	507
914	5394	501
915	5402	495
916	5407	489
917	5418	484
918	5428	478
919	5439	472
920	5444	467
921	5453	461
922	5457	455
923	5462	449
924	5471	443
925	5475	437
926	5480	431
927	5486	425
928	5492	419
929	5498	413
930	5502	407
931	5506	401
932	5511	395
933	5516	389
934	5520	383
935	5524	377
936	5531	371
937	5535	365
938	5538	359
939	5543	353
940	5548	347
941	5553	341
942	5558	335
943	5564	330
944	5568	324
945	5573	318
946	5580	312
947	5587	306
948	5593	300
949	5599	294
950	5604	288
951	5608	282
952	5613	276
953	5617	270
954	5621	264
955	5625	258
956	5632	253
957	5637	247
958	5640	241
959	5646	235
960	5650	229
961	5654	223
962	5659	217
963	5664	211
964	5667	205
965	5671	199
966	5677	193
967	5681	187
968	5686	181
969	5690	175
970	5695	170
971	5701	164
972	5710	158
973	5716	152
974	5721	146
975	5728	140
976	5734	134
977	5740	129
978	5746	123
979	5758	117
980	5765	111
981	5777	105
982	5785	100
983	5793	94
984	5799	88
985	5804	82
986	5811	76
987	5817	70
988	5825	64
989	5834	58
990	5844	53
991	5850	47
992	5857	41
993	5864	35
994	5873	29
995	5879	23
996	5885	17
997	5893	11
998	5898	5
999	5905	0
