iter	Logloss	Accuracy
174	0.4178967809	0.8278008299
175	0.4176051772	0.8278008299
176	0.4174560562	0.8278008299
177	0.417125054	0.8283195021
178	0.4167452797	0.8283195021
179	0.4164589605	0.8288381743
180	0.416066924	0.8288381743
181	0.4156887291	0.8288381743
182	0.4153334307	0.8288381743
183	0.4150526009	0.8288381743
184	0.4146195918	0.8288381743
185	0.4143866783	0.8288381743
186	0.4140857219	0.8288381743
187	0.4137125125	0.8288381743
188	0.4134413391	0.8288381743
189	0.4130824457	0.8288381743
190	0.4127746349	0.8278008299
191	0.4123884912	0.8278008299
192	0.4120902481	0.8283195021
193	0.4118419332	0.8288381743
194	0.4113736206	0.8278008299
195	0.411062847	0.8272821577
196	0.4107811725	0.8272821577
197	0.4105330198	0.8288381743
198	0.4102481094	0.8288381743
199	0.4097634306	0.8293568465
200	0.4095727935	0.8298755187
201	0.4093015641	0.8309128631
202	0.4090918201	0.8309128631
203	0.4088186458	0.8309128631
204	0.408575912	0.8324688797
205	0.4082957807	0.8319502075
206	0.4080581081	0.8324688797
207	0.4078184414	0.8324688797
208	0.4075204898	0.8324688797
209	0.4072998758	0.8324688797
210	0.4070482609	0.8319502075
211	0.4066881164	0.8319502075
212	0.4063347793	0.8319502075
213	0.4060043188	0.8324688797
214	0.4057494782	0.8319502075
215	0.4053564103	0.8314315353
216	0.404988865	0.8314315353
217	0.4047521271	0.8314315353
218	0.4043762759	0.8319502075
219	0.4040870289	0.8324688797
220	0.4037913987	0.8329875519
221	0.403584914	0.8329875519
222	0.4032351957	0.8329875519
223	0.4028984891	0.8329875519
224	0.402611128	0.8329875519
225	0.402391784	0.8329875519
226	0.4021297772	0.8335062241
227	0.4019886156	0.8335062241
228	0.4017290008	0.8340248963
229	0.4015393124	0.8340248963
230	0.4013851355	0.8345435685
231	0.4011874481	0.8340248963
232	0.4009618288	0.8340248963
233	0.4006106327	0.8340248963
234	0.4003958677	0.8340248963
235	0.400261076	0.8340248963
236	0.4001189535	0.8340248963
237	0.3998423314	0.8340248963
238	0.3995603383	0.8340248963
239	0.3993908991	0.8340248963
240	0.3992414527	0.8345435685
241	0.3990570045	0.8350622407
242	0.3988080662	0.8340248963
243	0.398640702	0.8350622407
244	0.3983647118	0.8345435685
245	0.3981072557	0.8350622407
246	0.3979388729	0.8350622407
247	0.3977639131	0.8350622407
248	0.3975878387	0.8350622407
249	0.3973267659	0.8350622407
250	0.397000175	0.8355809129
251	0.3967484098	0.8350622407
252	0.3965826082	0.8355809129
253	0.3964182058	0.8355809129
254	0.3961059462	0.8355809129
255	0.3958178533	0.8350622407
256	0.39565465	0.8350622407
257	0.3954785602	0.8366182573
258	0.3953018022	0.8366182573
259	0.3950768707	0.8366182573
260	0.3947644266	0.8366182573
261	0.3945729392	0.8366182573
262	0.3943651627	0.8366182573
263	0.3941028062	0.8366182573
264	0.3937272334	0.8360995851
265	0.3936485517	0.8360995851
266	0.3935342369	0.8360995851
267	0.3933071231	0.8360995851
268	0.3929932357	0.8371369295
269	0.3927442119	0.8371369295
270	0.3926143618	0.8376556017
271	0.3923150279	0.8371369295
272	0.3920068647	0.8371369295
273	0.3918340395	0.8371369295
274	0.3915559558	0.8371369295
275	0.3911605693	0.8376556017
276	0.3908976466	0.8371369295
277	0.3907685673	0.8376556017
278	0.3906511037	0.8376556017
279	0.3904913947	0.8376556017
280	0.3901786103	0.8371369295
281	0.3900045885	0.8371369295
282	0.3897524082	0.8371369295
283	0.3895359376	0.8371369295
284	0.3892469533	0.8371369295
285	0.3891730055	0.8376556017
286	0.3890250063	0.8376556017
287	0.3887869735	0.8371369295
288	0.3886546606	0.8371369295
289	0.3883928296	0.8371369295
290	0.3881409792	0.8376556017
291	0.3878811798	0.8381742739
292	0.3877563417	0.8386929461
293	0.387577963	0.8386929461
294	0.3872368689	0.8381742739
295	0.3871024845	0.8381742739
296	0.3869078585	0.8381742739
297	0.3867730852	0.8381742739
298	0.3865654854	0.8392116183
299	0.3864220783	0.8392116183
300	0.3860200169	0.8392116183
301	0.3858738805	0.8392116183
302	0.3855541275	0.8397302905
303	0.385285183	0.8392116183
304	0.3851110118	0.8392116183
305	0.3848872546	0.8392116183
306	0.3845965576	0.8392116183
307	0.3843451239	0.8397302905
308	0.3841584768	0.8397302905
309	0.3839450966	0.8397302905
310	0.3835900411	0.8397302905
311	0.3833914521	0.8402489627
312	0.3831599476	0.8407676349
313	0.3829451341	0.8407676349
314	0.3826324896	0.8418049793
315	0.3824492769	0.8418049793
316	0.3822057119	0.8418049793
317	0.3820043019	0.8423236515
318	0.381857127	0.8423236515
319	0.3816112954	0.8418049793
320	0.3814260146	0.8412863071
321	0.3812300672	0.8412863071
322	0.3811091725	0.8412863071
323	0.3809534681	0.8412863071
324	0.3807590443	0.8412863071
325	0.380471938	0.8412863071
326	0.3801989095	0.8412863071
327	0.3800608909	0.8412863071
328	0.3796695167	0.8412863071
329	0.3794276587	0.8412863071
330	0.3793017205	0.8412863071
331	0.3791608935	0.8412863071
332	0.3790016832	0.8412863071
333	0.3787665504	0.8407676349
334	0.378681755	0.8407676349
335	0.3785436971	0.8412863071
336	0.3783047193	0.8418049793
337	0.3781420781	0.8418049793
338	0.3778958169	0.8418049793
339	0.3775497221	0.8423236515
340	0.3773386173	0.8423236515
341	0.3771231755	0.8428423237
342	0.3769151186	0.8433609959
343	0.3766630171	0.843879668
344	0.3765226174	0.843879668
345	0.3763275258	0.843879668
346	0.376108288	0.8443983402
347	0.3759568825	0.8443983402
348	0.3758506345	0.8443983402
349	0.3756761087	0.8443983402
350	0.3755502279	0.8443983402
351	0.3753524032	0.8449170124
352	0.375202608	0.8449170124
353	0.3748306297	0.8454356846
354	0.3746697795	0.8454356846
355	0.3744872823	0.8454356846
356	0.3743611062	0.8454356846
357	0.3740368309	0.8459543568
358	0.3738850021	0.8459543568
359	0.3737071005	0.8459543568
360	0.3734032292	0.846473029
361	0.3732111895	0.846473029
362	0.372995874	0.846473029
363	0.3728686164	0.846473029
364	0.3727243322	0.846473029
365	0.3724884221	0.846473029
366	0.3724119052	0.846473029
367	0.3721049912	0.846473029
368	0.3719318893	0.846473029
369	0.3717950552	0.846473029
370	0.3715311688	0.8469917012
371	0.3714130808	0.8469917012
372	0.3711007305	0.8469917012
373	0.3708446229	0.8469917012
374	0.3707609499	0.846473029
375	0.3706223585	0.846473029
376	0.3703461119	0.846473029
377	0.3701500027	0.846473029
378	0.3700454493	0.846473029
379	0.3699723699	0.846473029
380	0.3696990323	0.846473029
381	0.3695876942	0.846473029
382	0.3693378131	0.8469917012
383	0.369212449	0.8475103734
384	0.3690148093	0.8480290456
385	0.3688761224	0.8480290456
386	0.368807237	0.8480290456
387	0.3686660243	0.8475103734
388	0.3685059784	0.8475103734
389	0.3683297948	0.8475103734
390	0.3681288118	0.8475103734
391	0.3680185973	0.8480290456
392	0.3678782408	0.8485477178
393	0.3677566442	0.8485477178
394	0.3676543798	0.8485477178
395	0.3674367724	0.8485477178
396	0.3671470758	0.8485477178
397	0.3668631208	0.8480290456
398	0.366669907	0.8480290456
399	0.3665320448	0.8480290456
400	0.3662431915	0.84906639
401	0.3661583859	0.84906639
402	0.3659810392	0.84906639
403	0.3657949084	0.84906639
404	0.3655884814	0.84906639
405	0.36542504	0.84906639
406	0.3653052839	0.84906639
407	0.3651934447	0.84906639
408	0.3650995831	0.84906639
409	0.3648701258	0.84906639
410	0.3646972551	0.84906639
411	0.3644978444	0.84906639
412	0.3642693474	0.84906639
413	0.3641659504	0.84906639
414	0.364068799	0.84906639
415	0.3640148455	0.84906639
416	0.3639214109	0.84906639
417	0.3637188853	0.84906639
418	0.3634952864	0.84906639
419	0.3634023948	0.8495850622
420	0.3633244463	0.8495850622
421	0.3631347934	0.8495850622
422	0.3629060326	0.8495850622
423	0.3627034296	0.84906639
424	0.3626591491	0.84906639
425	0.3624991352	0.84906639
426	0.3623501816	0.84906639
427	0.3621477182	0.84906639
428	0.3620647593	0.84906639
429	0.3617645287	0.84906639
430	0.3616712536	0.84906639
431	0.3614907138	0.84906639
432	0.3613029328	0.84906639
433	0.3612451572	0.84906639
434	0.3609480929	0.84906639
435	0.3607308658	0.8501037344
436	0.3604906758	0.8501037344
437	0.3603876016	0.8501037344
438	0.3601635437	0.8501037344
439	0.359930874	0.8506224066
440	0.3596417053	0.8495850622
441	0.359512357	0.8495850622
442	0.3593591614	0.8495850622
443	0.3591663436	0.8495850622
444	0.3590278824	0.8495850622
445	0.3590180566	0.8495850622
446	0.3588665351	0.8501037344
447	0.3586658119	0.8501037344
448	0.3585036027	0.8501037344
449	0.3582445766	0.8501037344
450	0.3581621532	0.8501037344
451	0.3580289691	0.8501037344
452	0.3578957658	0.8501037344
453	0.3577543328	0.8501037344
454	0.3576060189	0.8501037344
455	0.357291884	0.8506224066
456	0.3571857427	0.8506224066
457	0.3570549057	0.8506224066
458	0.3568856016	0.8506224066
459	0.3567922093	0.8506224066
460	0.356709429	0.8506224066
461	0.3565998292	0.8506224066
462	0.3564525972	0.8511410788
463	0.3561588038	0.851659751
464	0.3559010826	0.8511410788
465	0.3557589015	0.8511410788
466	0.3554903098	0.8511410788
467	0.3554228753	0.8511410788
468	0.3553208465	0.851659751
469	0.3551881713	0.851659751
470	0.3550578371	0.851659751
471	0.3549511775	0.8521784232
472	0.3548637281	0.8521784232
473	0.3546454894	0.8526970954
474	0.3544540515	0.8526970954
475	0.3543573208	0.8521784232
476	0.3542253914	0.8526970954
477	0.3540881558	0.8526970954
478	0.3537614272	0.8532157676
479	0.3535751871	0.8532157676
480	0.3534868042	0.8532157676
481	0.3533285474	0.8537344398
482	0.3531272546	0.854253112
483	0.35292824	0.854253112
484	0.3528202161	0.8537344398
485	0.3526721162	0.8537344398
486	0.3524554049	0.8537344398
487	0.3522081708	0.854253112
488	0.3520275757	0.854253112
489	0.3517850765	0.8552904564
490	0.3516476199	0.8552904564
491	0.3515369885	0.8558091286
492	0.3513989855	0.8552904564
493	0.3513759847	0.8558091286
494	0.351276973	0.8558091286
495	0.3511113339	0.8552904564
496	0.3509404756	0.8547717842
497	0.3507847489	0.854253112
498	0.3505508873	0.854253112
499	0.3503202704	0.854253112
500	0.3502034063	0.854253112
501	0.3500145279	0.8547717842
502	0.3498148797	0.8547717842
503	0.3496333953	0.8552904564
504	0.3494590027	0.8552904564
505	0.3491596949	0.8547717842
506	0.3489143852	0.8547717842
507	0.3486957049	0.8552904564
508	0.3486326223	0.8552904564
509	0.3485480072	0.8552904564
510	0.3482676329	0.8558091286
511	0.3479872145	0.8563278008
512	0.3478406098	0.8563278008
513	0.3476957158	0.8563278008
514	0.3475015772	0.8573651452
515	0.347357899	0.8573651452
516	0.3471559872	0.8573651452
517	0.347017983	0.8573651452
518	0.3468061129	0.8573651452
519	0.3465841228	0.8578838174
520	0.3464652259	0.8573651452
521	0.3463907691	0.8578838174
522	0.3462129136	0.8573651452
523	0.3461088616	0.8584024896
524	0.3459237134	0.8578838174
525	0.3457796877	0.8584024896
526	0.34554616	0.8589211618
527	0.3453611568	0.859439834
528	0.3452038884	0.859439834
529	0.3449497811	0.8599585062
530	0.3447688705	0.859439834
531	0.3446022683	0.8599585062
532	0.3444866485	0.8599585062
533	0.3443455731	0.859439834
534	0.3441299391	0.859439834
535	0.3439264859	0.8599585062
536	0.3437991577	0.8604771784
537	0.3436019938	0.8604771784
538	0.3434247181	0.8604771784
539	0.3432151825	0.8609958506
540	0.3430357828	0.8609958506
541	0.3429160488	0.8609958506
542	0.3427951588	0.8609958506
543	0.3425549464	0.8609958506
544	0.3423156759	0.8609958506
545	0.3419942439	0.8609958506
546	0.3418228571	0.8609958506
547	0.3415898975	0.8609958506
548	0.3414436995	0.8604771784
549	0.341316836	0.8609958506
550	0.3411334867	0.8609958506
551	0.3409519527	0.8609958506
552	0.340743552	0.8609958506
553	0.3406373861	0.8609958506
554	0.3404341445	0.8609958506
555	0.340163054	0.8609958506
556	0.3400174758	0.862033195
557	0.3399338643	0.862033195
558	0.3397949033	0.8615145228
559	0.3395213685	0.8630705394
560	0.3393962998	0.8625518672
561	0.3392016439	0.8630705394
562	0.3391068949	0.8625518672
563	0.3389934564	0.8625518672
564	0.3387625638	0.8625518672
565	0.3385551768	0.862033195
566	0.3384217409	0.862033195
567	0.3382878871	0.8630705394
568	0.3379984148	0.8630705394
569	0.3378952572	0.8625518672
570	0.3376944989	0.8625518672
571	0.3375285923	0.8625518672
572	0.3372581742	0.8630705394
573	0.3370196214	0.8630705394
574	0.3368834155	0.8630705394
575	0.3366981508	0.8630705394
576	0.3365819669	0.8630705394
577	0.3363659989	0.8635892116
578	0.336105582	0.8635892116
579	0.3359226216	0.8635892116
580	0.3357346531	0.8635892116
581	0.3355597275	0.8635892116
582	0.335455503	0.8635892116
583	0.3352322702	0.8630705394
584	0.3351166069	0.8630705394
585	0.3349206339	0.8635892116
586	0.3347766574	0.8635892116
587	0.3346371344	0.8635892116
588	0.3345691289	0.8635892116
589	0.334309192	0.8635892116
590	0.3341748883	0.8635892116
591	0.3340304262	0.8630705394
592	0.3337967401	0.8635892116
593	0.3335499385	0.8651452282
594	0.3332170455	0.8656639004
595	0.3330730002	0.8651452282
596	0.3329677349	0.8656639004
597	0.332869863	0.8656639004
598	0.3327006628	0.8656639004
599	0.3325532875	0.8656639004
600	0.332332644	0.8651452282
601	0.3321853464	0.8651452282
602	0.3320064074	0.8651452282
603	0.33171533	0.8651452282
604	0.3316043974	0.864626556
605	0.3313681621	0.864626556
606	0.3312685705	0.8661825726
607	0.3310434545	0.8656639004
608	0.3308856676	0.8656639004
609	0.3306246069	0.8661825726
610	0.3305146996	0.8667012448
611	0.3303317374	0.8667012448
612	0.3301867032	0.8667012448
613	0.3299824493	0.8667012448
614	0.3298357693	0.8667012448
615	0.3296842667	0.8667012448
616	0.3295494533	0.8667012448
617	0.3293748683	0.867219917
618	0.3291762049	0.8677385892
619	0.3290089583	0.8677385892
620	0.3288050791	0.8677385892
621	0.3287054256	0.8677385892
622	0.3285846745	0.8677385892
623	0.3284041776	0.8682572614
624	0.3282288965	0.8682572614
625	0.3280095589	0.8682572614
626	0.327758059	0.8682572614
627	0.3276214007	0.8682572614
628	0.3273799833	0.8682572614
629	0.3271815179	0.8682572614
630	0.3270738442	0.8682572614
631	0.3268739502	0.8682572614
632	0.3266301685	0.8682572614
633	0.3263790388	0.8682572614
634	0.3261982843	0.8682572614
635	0.3260753047	0.8682572614
636	0.3258548405	0.8687759336
637	0.3255781757	0.8687759336
638	0.3253938079	0.8687759336
639	0.325252183	0.8687759336
640	0.3250743718	0.8687759336
641	0.3248124424	0.8687759336
642	0.3246490753	0.8687759336
643	0.3244751721	0.8687759336
644	0.3243313729	0.8687759336
645	0.3241867896	0.8687759336
646	0.3240469874	0.8687759336
647	0.32387008	0.8687759336
648	0.3236769966	0.8687759336
649	0.3235561066	0.8687759336
650	0.3234247485	0.8687759336
651	0.3232314524	0.8687759336
652	0.3229995035	0.8687759336
653	0.3228997314	0.8687759336
654	0.3227829565	0.8687759336
655	0.3225914286	0.8687759336
656	0.3223905849	0.8692946058
657	0.3222369414	0.8692946058
658	0.3220481344	0.8692946058
659	0.3218151992	0.8692946058
660	0.3215772122	0.8692946058
661	0.3214986044	0.8692946058
662	0.3211933118	0.869813278
663	0.3211120826	0.869813278
664	0.3209915006	0.8708506224
665	0.3208480553	0.8708506224
666	0.3206852718	0.8708506224
667	0.3205221738	0.8708506224
668	0.3203497674	0.8708506224
669	0.3201972848	0.8713692946
670	0.3201583237	0.8708506224
671	0.3200630343	0.8708506224
672	0.3199266416	0.8708506224
673	0.3197328187	0.8708506224
674	0.3195900554	0.8718879668
675	0.3194279234	0.8718879668
676	0.3192343273	0.8718879668
677	0.3191375975	0.8718879668
678	0.3189524778	0.8718879668
679	0.3188784017	0.8718879668
680	0.3186732396	0.8718879668
681	0.3185335294	0.8718879668
682	0.3184224382	0.8718879668
683	0.3182761469	0.8718879668
684	0.3181798726	0.8718879668
685	0.3179334753	0.872406639
686	0.3178039406	0.872406639
687	0.3177180832	0.872406639
688	0.3175425478	0.872406639
689	0.3174287566	0.8734439834
690	0.3173530141	0.8734439834
691	0.3170630468	0.8734439834
692	0.3168996098	0.8739626556
693	0.3166521187	0.8739626556
694	0.3165554298	0.8739626556
695	0.3164145431	0.8739626556
696	0.3162754645	0.8739626556
697	0.3160730429	0.8739626556
698	0.3159146522	0.8739626556
699	0.3157445983	0.8739626556
700	0.315561497	0.8744813278
701	0.3154476811	0.8744813278
702	0.315243793	0.8744813278
703	0.3150550572	0.8744813278
704	0.3148915816	0.8744813278
705	0.3147370393	0.875
706	0.314537962	0.875
707	0.3143485762	0.875
708	0.3142237097	0.875
709	0.3140288442	0.875
710	0.3138697285	0.875
711	0.3136978599	0.875
712	0.3135626836	0.875
713	0.3134454575	0.875
714	0.3132683566	0.875
715	0.3131150354	0.875
716	0.3128762398	0.875
717	0.3127177072	0.8744813278
718	0.3126069756	0.8744813278
719	0.3125276161	0.8744813278
720	0.312278755	0.8744813278
721	0.3121316569	0.8744813278
722	0.3119890095	0.8744813278
723	0.3119181911	0.8744813278
724	0.3117032503	0.8744813278
725	0.3114095239	0.8744813278
726	0.3112239128	0.8744813278
727	0.3110741604	0.8744813278
728	0.3109596489	0.8744813278
729	0.3108587439	0.8744813278
730	0.310700738	0.875
731	0.3106195817	0.8744813278
732	0.3104271668	0.875
733	0.3102980877	0.875
734	0.3099509273	0.875
735	0.3098598587	0.875
736	0.3096969016	0.875
737	0.3095595428	0.8755186722
738	0.309372991	0.875
739	0.3091037933	0.875
740	0.3088074874	0.8744813278
741	0.3085385175	0.8744813278
742	0.3083799148	0.8744813278
743	0.3081351137	0.8744813278
744	0.3080356269	0.8744813278
745	0.3078888101	0.8744813278
746	0.3076635656	0.8755186722
747	0.3075297378	0.8760373444
748	0.3073646866	0.8760373444
749	0.3071501514	0.8765560166
750	0.3067871479	0.8765560166
751	0.306540896	0.8770746888
752	0.3064407262	0.8770746888
753	0.3061524544	0.877593361
754	0.3060537528	0.877593361
755	0.3059554636	0.877593361
756	0.3058203431	0.877593361
757	0.3056578074	0.877593361
758	0.3055224337	0.877593361
759	0.305185998	0.8781120332
760	0.3050740208	0.8781120332
761	0.3049534542	0.8786307054
762	0.304695495	0.8786307054
763	0.3045978197	0.8786307054
764	0.3044765888	0.8786307054
765	0.3041823908	0.8786307054
766	0.3041064847	0.8786307054
767	0.3039722855	0.8791493776
768	0.3038218201	0.8796680498
769	0.3035675557	0.8791493776
770	0.3034389616	0.8791493776
771	0.3031703646	0.8791493776
772	0.3029115577	0.8796680498
773	0.3028027023	0.880186722
774	0.3026784162	0.880186722
775	0.3024940771	0.880186722
776	0.3023827231	0.880186722
777	0.3022223081	0.8796680498
778	0.3020516132	0.8807053942
779	0.3019519976	0.8807053942
780	0.3017099779	0.8812240664
781	0.3015264172	0.8812240664
782	0.3014120244	0.8812240664
783	0.3011144811	0.8817427386
784	0.3008315851	0.8817427386
785	0.3007678918	0.8817427386
786	0.3006337649	0.882780083
787	0.3005322572	0.882780083
788	0.3002666062	0.882780083
789	0.3001349401	0.8838174274
790	0.3000079971	0.8832987552
791	0.2998732762	0.8838174274
792	0.2998111015	0.8838174274
793	0.2997485256	0.8838174274
794	0.2996274617	0.8843360996
795	0.2993967384	0.8848547718
796	0.2991846703	0.8848547718
797	0.2990366953	0.8848547718
798	0.2988086676	0.885373444
799	0.2986356968	0.885373444
800	0.298427798	0.8858921162
801	0.2981639322	0.8858921162
802	0.2979522821	0.8858921162
803	0.2978752998	0.8858921162
804	0.2976773962	0.8858921162
805	0.2974921245	0.8864107884
806	0.297243855	0.8864107884
807	0.2969733798	0.8864107884
808	0.2968088983	0.8864107884
809	0.2966849672	0.8864107884
810	0.2965708819	0.8864107884
811	0.2964772042	0.8864107884
812	0.2962654311	0.8864107884
813	0.2960279384	0.8858921162
814	0.2959176082	0.8858921162
815	0.2956809367	0.8864107884
816	0.2955030891	0.8858921162
817	0.2951906717	0.8858921162
818	0.2950116596	0.8858921162
819	0.2949249018	0.8858921162
820	0.2947848376	0.8858921162
821	0.2946158763	0.8864107884
822	0.2944233624	0.887966805
823	0.2943435507	0.8874481328
824	0.294054228	0.8869294606
825	0.2937396122	0.8874481328
826	0.2934950267	0.887966805
827	0.293255372	0.887966805
828	0.2931019303	0.887966805
829	0.292933723	0.887966805
830	0.2928527089	0.887966805
831	0.2926578058	0.887966805
832	0.2925502222	0.887966805
833	0.2922546834	0.887966805
834	0.292141957	0.8884854772
835	0.2919962729	0.8884854772
836	0.2919040104	0.8884854772
837	0.2916660772	0.8884854772
838	0.2913452093	0.8884854772
839	0.2911701669	0.8884854772
840	0.2910262523	0.8884854772
841	0.2907357562	0.8884854772
842	0.2906412425	0.8884854772
843	0.2903527947	0.8884854772
844	0.290097906	0.8884854772
845	0.289871235	0.8884854772
846	0.2897170577	0.8884854772
847	0.2894982535	0.8890041494
848	0.289394151	0.8890041494
849	0.289173934	0.8890041494
850	0.2889265524	0.8890041494
851	0.2887340613	0.8890041494
852	0.2886356495	0.8890041494
853	0.2884054377	0.8890041494
854	0.2882632556	0.8895228216
855	0.2880346543	0.8895228216
856	0.2877704758	0.8900414938
857	0.2877020924	0.8900414938
858	0.2875425043	0.890560166
859	0.2872533313	0.890560166
860	0.2871857127	0.890560166
861	0.2870785589	0.890560166
862	0.2869082357	0.890560166
863	0.2867064239	0.890560166
864	0.2865305173	0.890560166
865	0.2864476658	0.890560166
866	0.2862880028	0.890560166
867	0.2861910335	0.8910788382
868	0.2859699444	0.8910788382
869	0.2857992998	0.8910788382
870	0.2857173857	0.8910788382
871	0.2856357187	0.8910788382
872	0.2855635348	0.8910788382
873	0.2853955741	0.8910788382
874	0.2853265082	0.8910788382
875	0.2851075123	0.8910788382
876	0.2849260791	0.8921161826
877	0.2847026508	0.8921161826
878	0.2845781077	0.8921161826
879	0.2843341454	0.8921161826
880	0.2842678971	0.8921161826
881	0.2840777893	0.8926348548
882	0.2839314609	0.8926348548
883	0.2837746611	0.8926348548
884	0.2835804101	0.8926348548
885	0.283361841	0.8926348548
886	0.2831711929	0.893153527
887	0.2830786357	0.893153527
888	0.2829888925	0.893153527
